Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,Date,Time,mental_health_friendly_score
23,Male,Canada,No,Yes,Yes,Sometimes,2,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,15:46:12,1
39,Male,United States,No,Yes,No,Often,6,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,2014-08-27,15:46:39,1
34,Male,United States,No,Yes,No,,6,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-27,15:47:26,1
26,Female,United States,No,No,Yes,Sometimes,4,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes,2014-08-27,15:47:33,1
24,Male,United States,No,No,Yes,Rarely,3,No,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,2014-08-27,15:50:26,1
37,Male,Canada,No,Yes,Yes,Rarely,6,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,15:51:36,1
43,Male,United States,Yes,Yes,Yes,Often,2,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-27,15:53:39,1
40,Non-binary/Other,United States,No,Yes,No,Never,6,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Yes,No,2014-08-27,15:53:59,1
30,Male,United States,No,Yes,Yes,Often,6,No,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Yes,No,Some of them,No,No,No,No,Yes,2014-08-27,15:54:45,1
34,Male,United States,No,No,Yes,Sometimes,2,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,Don't know,No,2014-08-27,15:55:07,0
27,Male,United States,No,Yes,Yes,Sometimes,4,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No,2014-08-27,15:55:07,0
36,Male,United States,No,No,No,Sometimes,6,No,Yes,Don't know,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No,2014-08-27,15:55:08,1
27,Male,Brazil,No,No,No,Rarely,2,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,2014-08-27,15:56:37,1
35,Male,Netherlands,No,Yes,No,Never,4,No,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,15:58:23,1
32,Male,United Kingdom,No,No,No,Never,2,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,Yes,No,2014-08-27,15:59:41,0
37,Male,United States,No,No,No,,5,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,15:59:47,1
29,Male,United Kingdom,No,No,No,,3,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,16:00:16,0
33,Female,United States,No,No,No,Never,5,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No,2014-08-27,16:01:39,1
28,Non-binary/Other,United States,No,No,No,Sometimes,2,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know,No,2014-08-27,16:01:52,1
26,Female,United States,No,Yes,No,Never,3,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,No,No,2014-08-27,16:02:16,0
27,Male,United States,No,Yes,Yes,Sometimes,2,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,16:03:20,0
38,Male,United Kingdom,Yes,No,Yes,Sometimes,3,Yes,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,16:04:01,1
57,Male,United States,No,Yes,Yes,Rarely,6,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,No,No,2014-08-27,16:06:46,1
28,Male,United Kingdom,No,No,Yes,Sometimes,6,No,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,Some of them,No,Maybe,No,No,2014-08-27,16:07:32,0
26,Male,France,No,No,No,Never,2,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,2014-08-27,16:10:10,1
42,Female,Netherlands,No,No,Yes,Rarely,4,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,2014-08-27,16:11:36,1
31,Male,United States,No,No,Yes,Sometimes,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,16:13:31,1
58,Male,United States,No,No,Yes,Rarely,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes,No,2014-08-27,16:13:40,1
29,Male,United States,No,No,No,Sometimes,2,No,Yes,Don't know,No,No,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No,2014-08-27,16:13:42,0
39,Female,United Kingdom,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes,2014-08-27,16:14:04,1
34,Male,United States,No,No,No,Sometimes,2,Yes,Yes,Don't know,No,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-27,16:14:43,0
57,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No,2014-08-27,16:15:26,1
27,Male,Germany,No,Yes,Yes,Sometimes,2,No,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,2014-08-27,16:15:33,0
23,Male,Germany,Yes,Yes,Yes,Often,3,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Yes,Don't know,No,2014-08-27,16:16:40,0
18,Male,Finland,No,No,No,,5,Yes,No,Don't know,No,No,Don't know,Don't know,Very easy,Yes,No,No,No,No,Maybe,Don't know,No,2014-08-27,16:16:51,0
30,Female,United States,No,No,No,,4,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,2014-08-27,16:17:05,0
23,Male,United States,No,No,No,Never,3,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,No,2014-08-27,16:17:41,0
43,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes,Don't know,No,2014-08-27,16:18:44,1
18,Female,United Kingdom,No,Yes,Yes,Sometimes,1,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,2014-08-27,16:19:05,0
29,Male,United States,No,No,Yes,Rarely,2,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,2014-08-27,16:19:25,1
48,Male,United States,No,No,No,Never,2,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,2014-08-27,16:20:36,0
43,Male,Germany,No,No,Yes,Sometimes,3,No,No,No,Yes,Don't know,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,No,Yes,2014-08-27,16:20:40,1
28,Female,United States,No,Yes,Yes,Sometimes,3,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No,2014-08-27,16:21:11,0
30,Male,United States,Yes,Yes,Yes,Often,1,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,16:21:24,1
26,Male,Israel,No,No,No,Sometimes,2,No,Yes,No,No,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,16:21:54,1
33,Male,Italy,No,No,No,Never,2,No,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No,2014-08-27,16:21:55,0
31,Male,United States,No,No,No,,6,No,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,Some of them,No,No,Yes,No,2014-08-27,16:22:10,1
30,Male,United States,No,No,No,Rarely,4,No,No,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,16:22:17,0
27,Male,Israel,No,No,No,,3,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes,2014-08-27,16:23:14,0
24,Female,United States,Yes,Yes,Yes,Sometimes,1,Yes,Yes,No,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,Yes,2014-08-27,16:25:26,0
25,Male,United States,No,No,No,,3,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-27,16:26:03,0
23,Female,United States,No,Yes,Yes,Often,6,No,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,Yes,2014-08-27,16:27:04,1
36,Male,United States,No,No,Yes,Sometimes,6,No,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes,2014-08-27,16:27:47,1
25,Female,United States,Yes,Yes,Yes,Often,1,Yes,Yes,Don't know,Not sure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes,2014-08-27,16:28:10,1
54,Male,United Kingdom,No,No,Yes,Sometimes,6,Yes,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,No,No,2014-08-27,16:28:20,1
34,Male,Netherlands,No,No,No,Rarely,2,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No,2014-08-27,16:29:05,0
38,Female,United States,No,No,Yes,,3,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe,No,No,No,No,No,No,2014-08-27,16:29:23,1
40,Male,Ireland,Yes,Yes,No,,6,No,Yes,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,Maybe,No,Yes,2014-08-27,16:31:16,0
32,Male,United Kingdom,No,No,No,,3,No,Yes,No,Not sure,No,Don't know,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Don't know,No,2014-08-27,16:32:31,0
25,Male,Germany,No,No,No,Never,6,No,No,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Yes,Don't know,No,2014-08-27,16:34:18,0
35,Female,United States,No,No,Yes,Sometimes,4,No,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No,2014-08-27,16:35:02,1
46,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,2014-08-27,16:36:57,1
42,Male,United States,No,No,No,Never,4,No,No,Yes,No,Yes,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No,2014-08-27,16:39:00,1
32,Male,United Kingdom,No,Yes,Yes,Sometimes,2,Yes,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-27,16:39:01,1
47,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Yes,Yes,No,2014-08-27,16:40:35,1
22,Male,United States,No,No,No,,6,No,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,16:42:00,1
33,Female,United States,No,No,Yes,Sometimes,5,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,16:42:55,1
25,Female,United States,No,No,No,Sometimes,2,No,Yes,No,No,No,No,No,Somewhat easy,Maybe,No,Some of them,No,No,No,Yes,No,2014-08-27,16:47:48,0
29,Male,United States,No,No,No,,6,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,2014-08-27,16:53:54,0
39,Male,United States,No,No,No,Never,3,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,16:55:04,1
38,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,No,No,No,No,No,No,No,2014-08-27,17:00:15,1
43,Male,United States,No,No,No,,2,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,2014-08-27,17:03:02,0
46,Male,United States,No,No,Yes,Rarely,5,Yes,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,17:04:29,1
38,Female,United States,No,Yes,Yes,Sometimes,6,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,No,No,No,Yes,2014-08-27,17:08:18,1
33,Male,Germany,No,No,Yes,Sometimes,2,No,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,No,No,2014-08-27,17:09:23,1
34,Male,United Kingdom,No,Yes,Yes,Often,3,No,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,No,No,2014-08-27,17:10:56,1
62,Male,United States,No,No,No,Never,6,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,17:12:01,1
23,Female,United States,No,No,No,,6,No,No,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,17:14:36,1
35,Male,United States,No,No,No,,6,No,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No,2014-08-27,17:15:25,0
25,Male,Bosnia and Herzegovina,No,Yes,No,Rarely,3,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Yes,No,No,No,No,Don't know,Yes,2014-08-27,17:19:05,0
36,Male,United States,Yes,Yes,Yes,Sometimes,1,Yes,Yes,Don't know,Yes,Don't know,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No,2014-08-27,17:22:29,1
41,Female,United States,No,Yes,Yes,Rarely,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,2014-08-27,17:32:04,1
24,Male,Austria,Yes,No,No,Sometimes,1,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No,2014-08-27,17:33:51,1
51,Male,New Zealand,No,No,Yes,Sometimes,3,Yes,Yes,No,Yes,Yes,No,No,Somewhat difficult,Yes,Yes,No,No,No,No,Don't know,Yes,2014-08-27,17:33:52,1
29,Male,United States,No,No,Yes,Sometimes,2,No,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,No,Some of them,No,No,Yes,No,2014-08-27,17:33:52,1
31,Female,Canada,Yes,Yes,Yes,Sometimes,4,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Yes,No,2014-08-27,17:37:41,0
27,Male,United Kingdom,No,No,No,,2,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Yes,Don't know,No,2014-08-27,17:39:58,0
31,Male,Australia,No,No,Yes,Rarely,4,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,Yes,Yes,No,No,2014-08-27,17:41:44,1
27,Female,Hungary,Yes,Yes,No,Sometimes,1,Yes,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No,2014-08-27,17:42:49,0
23,Male,Sweden,No,No,No,Rarely,2,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,17:46:17,0
21,Male,Canada,No,No,No,Never,3,No,Yes,Don't know,Not sure,Don't know,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,2014-08-27,17:47:45,0
27,Female,Australia,No,Yes,Yes,Sometimes,2,No,Yes,No,Yes,No,No,No,Somewhat difficult,Yes,No,Some of them,Some of them,No,No,No,No,2014-08-27,17:48:54,1
39,Male,United States,No,Yes,Yes,Often,3,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,No,No,No,2014-08-27,17:49:21,1
26,Male,United States,No,Yes,Yes,Never,6,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,No,No,2014-08-27,17:49:30,0
27,Male,United Kingdom,No,No,No,Never,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,2014-08-27,17:52:31,0
22,Female,United States,No,Yes,Yes,Sometimes,5,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,No,Yes,2014-08-27,17:56:50,1
26,Female,United States,No,Yes,Yes,Often,4,No,No,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,2014-08-27,18:00:39,0
31,Female,United States,No,Yes,Yes,Rarely,4,No,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,18:02:32,1
32,Male,United Kingdom,No,No,No,Never,2,No,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Yes,No,2014-08-27,18:02:42,0
28,Female,United States,No,Yes,Yes,Often,4,Yes,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,No,Yes,2014-08-27,18:12:55,1
28,Non-binary/Other,United Kingdom,No,Yes,Yes,Rarely,4,No,Yes,No,Not sure,No,No,Yes,Somewhat difficult,Yes,Yes,Some of them,Some of them,Yes,No,No,Yes,2014-08-27,18:13:38,1
23,Female,United Kingdom,No,No,No,,2,No,Yes,Don't know,Not sure,No,No,Don't know,Very easy,Maybe,No,No,Some of them,No,Yes,Yes,No,2014-08-27,18:14:59,0
30,Male,United Kingdom,No,No,No,Never,3,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,2014-08-27,18:16:52,0
36,Male,United States,No,Yes,Yes,Sometimes,6,No,Yes,Yes,No,No,Yes,Don't know,Somewhat difficult,Yes,No,Some of them,Yes,No,Yes,No,No,2014-08-27,18:18:18,1
21,Male,United States,No,Yes,No,,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,18:22:05,1
30,Male,Germany,No,No,No,Often,3,No,Yes,No,No,Don't know,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Yes,Don't know,No,2014-08-27,18:29:32,0
25,Female,United States,No,Yes,No,,5,No,No,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,18:39:43,0
32,Male,New Zealand,No,No,Yes,Sometimes,2,No,Yes,No,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,2014-08-27,18:41:00,0
29,Female,Canada,No,No,Yes,Sometimes,1,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,18:43:06,0
21,Non-binary/Other,United Kingdom,No,No,Yes,Sometimes,3,No,Yes,No,Yes,Yes,No,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,No,Yes,No,2014-08-27,18:56:46,1
27,Female,New Zealand,No,Yes,Yes,Rarely,4,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Yes,Don't know,No,2014-08-27,18:59:44,0
32,Female,Canada,No,No,Yes,Often,6,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,19:05:52,0
34,Male,Australia,No,No,No,Sometimes,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,2014-08-27,19:08:31,1
33,Male,United States,No,No,No,,3,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No,2014-08-27,19:13:21,0
22,Male,Netherlands,No,Yes,Yes,Sometimes,2,Yes,Yes,No,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,2014-08-27,19:13:27,0
24,Male,United States,No,No,No,,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,2014-08-27,19:16:15,0
65,Male,United States,Yes,No,No,,2,Yes,No,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,No,No,No,Yes,No,2014-08-27,19:17:07,0
27,Male,United States,No,Yes,Yes,Sometimes,4,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,No,No,No,Yes,No,2014-08-27,19:25:42,0
33,Male,Australia,No,No,No,Never,6,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No,2014-08-27,19:27:25,1
36,Male,United States,No,No,Yes,Rarely,3,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,2014-08-27,19:28:35,0
40,Male,Canada,No,No,No,Never,3,No,Yes,No,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,No,No,2014-08-27,19:34:26,0
28,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,No,No,2014-08-27,19:34:56,1
39,Male,United States,No,No,Yes,Sometimes,5,No,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,Yes,Maybe,Yes,Yes,No,Maybe,Don't know,No,2014-08-27,19:38:44,1
32,Male,United States,No,No,Yes,Sometimes,6,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,No,No,Yes,Some of them,Maybe,Yes,Don't know,No,2014-08-27,19:41:28,1
31,Male,United States,No,Yes,No,Sometimes,6,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Yes,No,No,2014-08-27,19:45:36,1
38,Non-binary/Other,United States,No,Yes,Yes,Sometimes,4,No,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,No,2014-08-27,19:59:12,0
23,Male,United States,No,Yes,Yes,Rarely,1,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No,2014-08-27,20:13:06,1
42,Non-binary/Other,United States,No,No,Yes,Often,6,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-27,20:17:52,1
27,Female,United States,No,No,No,Sometimes,5,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,20:33:33,0
26,Female,United States,No,Yes,Yes,Sometimes,3,No,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,No,Yes,2014-08-27,20:48:54,1
50,Male,United States,No,No,No,Never,3,Yes,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No,No,No,Maybe,No,No,2014-08-27,20:52:20,1
37,Male,United States,No,Yes,No,Never,3,No,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,No,No,Yes,Yes,No,No,Yes,No,2014-08-27,20:52:31,0
23,Male,United States,No,No,No,,3,No,Yes,Don't know,No,Don't know,No,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-27,20:53:22,0
33,Male,United States,No,Yes,No,Sometimes,2,Yes,Yes,Don't know,Not sure,No,No,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,2014-08-27,20:55:48,1
29,Male,Canada,Yes,No,No,Never,3,Yes,Yes,Yes,Yes,No,No,Yes,Very difficult,Yes,No,Some of them,No,No,Yes,No,No,2014-08-27,21:05:41,1
34,Male,United States,No,Yes,Yes,Sometimes,3,Yes,No,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,2014-08-27,21:15:09,1
41,Male,United States,No,Yes,Yes,Often,6,No,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,Yes,2014-08-27,21:17:31,1
50,Male,United States,No,Yes,No,,4,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,2014-08-27,21:21:31,0
29,Male,Canada,No,No,Yes,Never,6,No,No,Yes,Not sure,Yes,Yes,Yes,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,Don't know,Yes,2014-08-27,21:35:24,1
35,Male,United States,No,No,No,Never,2,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,2014-08-27,21:39:23,1
27,Male,Singapore,No,No,No,Sometimes,1,Yes,Yes,No,No,No,No,Yes,Don't know,Yes,No,Some of them,Yes,No,No,No,No,2014-08-27,21:45:31,1
40,Female,United States,No,No,No,Never,3,No,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,No,2014-08-27,21:54:29,0
27,Male,Australia,No,No,Yes,Often,4,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,Yes,2014-08-27,21:54:32,0
29,Female,United States,No,No,No,Never,3,No,Yes,Yes,Yes,Yes,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,2014-08-27,21:55:28,1
31,Male,United States,No,Yes,Yes,Sometimes,2,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Don't know,No,2014-08-27,22:00:36,0
